CPF,Nome,Idade,Sexo,Email,Nota_ENEM,CRE_2o_Semestre,CRA_4o_Semestre,CRA_6o_Semestre,Abandonou,Semestre_Abandono
061.495.387-10,Sr. Marcos Vinicius Moraes,24,Masculino,sr._marcos_vinicius_moraes_061@cepedi.com,696,,,,Sim,1.0
157.432.096-34,Mirella Melo,20,Feminino,mirella_melo_157@cepedi.com,752,9.729063495624573,6.576719035715453,9.530242369500339,Não,
706.918.352-68,Vicente Ribeiro,27,Masculino,vicente_ribeiro_706@cepedi.com,739,9.395517675741818,9.995093998376285,9.770804024775757,Não,
658.729.014-02,Henrique Correia,25,Masculino,henrique_correia_658@cepedi.com,703,,,,Sim,1.0
517.968.342-46,Sra. Marina Barbosa,22,Feminino,sra._marina_barbosa_517@cepedi.com,667,,,,Sim,2.0
387.614.250-44,Ana Carolina Almeida,22,Feminino,ana_carolina_almeida_387@cepedi.com,676,7.124670381469549,9.442450626668524,8.206190552235888,Sim,8.0
534.671.892-37,Mariane Nascimento,19,Feminino,mariane_nascimento_534@cepedi.com,772,7.0199447223781135,8.701552460173037,8.627922844939997,Não,
928.015.734-50,Daniela Nascimento,22,Feminino,daniela_nascimento_928@cepedi.com,663,8.254613639821187,8.294098020200408,7.025926872672698,Não,
024.973.158-41,Ana Julia Castro,26,Feminino,ana_julia_castro_024@cepedi.com,735,5.044067758035147,8.939376646467899,,Sim,6.0
387.491.526-37,Luiz Gustavo da Mota,23,Masculino,luiz_gustavo_da_mota_387@cepedi.com,713,6.34038066443641,7.815534766884186,9.233686073670036,Não,
823.041.795-41,Alexia Nogueira,25,Feminino,alexia_nogueira_823@cepedi.com,733,6.2009315744618565,7.317989165433295,,Sim,5.0
841.965.270-94,Dr. Levi da Rosa,18,Masculino,dr._levi_da_rosa_841@cepedi.com,695,7.069463652283558,8.209370483569852,5.984338747037221,Não,
517.364.028-62,Sra. Bárbara Sales,21,Feminino,sra._bárbara_sales_517@cepedi.com,737,5.58911793425327,5.595594539345913,,Sim,5.0
740.136.582-08,Sra. Nina Moura,25,Feminino,sra._nina_moura_740@cepedi.com,664,8.680109464513041,9.788611139488296,,Sim,5.0
791.856.240-20,Davi Cunha,23,Masculino,davi_cunha_791@cepedi.com,783,5.627725642182375,5.41996141141859,9.38893433245197,Não,
859.264.730-47,Ana Laura Dias,23,Feminino,ana_laura_dias_859@cepedi.com,777,8.620641454499514,8.872976903976353,7.2495446105666765,Não,
269.431.087-78,Rebeca Sales,18,Feminino,rebeca_sales_269@cepedi.com,668,6.977297724823804,9.55331578059369,5.568610986876177,Não,
840.275.913-05,Sr. Yago da Mota,21,Masculino,sr._yago_da_mota_840@cepedi.com,658,6.796773528932743,7.421403141313946,5.7496184408816235,Não,
467.592.138-82,Nina da Rosa,24,Feminino,nina_da_rosa_467@cepedi.com,661,6.466889555196285,7.915439827760015,8.228705461731925,Não,
281.936.705-40,Lara Moreira,26,Feminino,lara_moreira_281@cepedi.com,712,7.680274367956568,7.6735151746805075,6.444532932692983,Sim,7.0
028.536.471-53,Yago Fernandes,25,Masculino,yago_fernandes_028@cepedi.com,746,8.185835898624795,5.3273991572145185,,Sim,6.0
854.621.039-05,Cauê da Mota,26,Masculino,cauê_da_mota_854@cepedi.com,747,,,,Sim,2.0
410.862.759-85,Julia Pereira,22,Feminino,julia_pereira_410@cepedi.com,669,,,,Sim,1.0
098.135.476-93,Luigi Vieira,28,Masculino,luigi_vieira_098@cepedi.com,671,9.785069078740435,8.658869202232019,8.4877911782871,Não,
182.359.704-14,Gustavo Lopes,24,Masculino,gustavo_lopes_182@cepedi.com,648,,,,Sim,1.0
850.934.671-20,Yuri Martins,26,Masculino,yuri_martins_850@cepedi.com,696,,,,Sim,2.0
987.056.312-03,Laura Pereira,26,Feminino,laura_pereira_987@cepedi.com,688,5.939097050336027,8.887443041616748,9.020777467466823,Não,
